Prandtl,taux,Nu,chi
50.0,6.412500000000001e-9,1.1762758238252773,1.5
60.0,6.412500000000001e-9,1.1393242664127476,1.5
80.0,6.412500000000001e-9,1.452333699712571,1.5
100.0,6.412500000000001e-9,1.6784508665703468,1.5
1.0,6.412500000000001e-9,1.4051388943689886,1.75
1.5,6.412500000000001e-9,1.042114425744825,1.75
2.0,6.412500000000001e-9,1.0566528949068694,1.75
3.0,6.412500000000001e-9,1.0289741011376943,1.75
4.0,6.412500000000001e-9,1.0154568526399537,1.75
5.0,6.412500000000001e-9,1.0007489434619676,1.75
6.0,6.412500000000001e-9,1.0405649861935422,1.0
6.0,6.412500000000001e-9,1.0075335243016323,1.75
8.0,6.412500000000001e-9,1.0078947288742468,1.75
10.0,6.412500000000001e-9,1.0141948146948636,1.75
12.0,6.412500000000001e-9,1.0294017665045614,1.75
15.0,6.412500000000001e-9,1.003783427788654,1.75
20.0,6.412500000000001e-9,1.2947133459127715,1.75
30.0,6.412500000000001e-9,1.1636133933286197,1.75
40.0,6.412500000000001e-9,1.487726790778563,1.75
50.0,6.412500000000001e-9,1.8232342719921109,1.75
60.0,6.412500000000001e-9,1.700756027850015,1.75
8.0,6.412500000000001e-9,1.0016282374816186,1.0
80.0,6.412500000000001e-9,1.8273336247785785,1.75
100.0,6.412500000000001e-9,1.3319558109994984,1.75
1.0,6.412500000000001e-9,1.0428796885699312,2.0
1.5,6.412500000000001e-9,1.0444394540667434,2.0
2.0,6.412500000000001e-9,1.0171442137794153,2.0
3.0,6.412500000000001e-9,1.0622823665880021,2.0
4.0,6.412500000000001e-9,1.0268974608902843,2.0
5.0,6.412500000000001e-9,1.0079622877706933,2.0
6.0,6.412500000000001e-9,1.0061526547306097,2.0
8.0,6.412500000000001e-9,1.0046388452249497,2.0
10.0,6.412500000000001e-9,1.0142168792909185,1.0
10.0,6.412500000000001e-9,1.1156300008703686,2.0
12.0,6.412500000000001e-9,1.1002112299774987,2.0
15.0,6.412500000000001e-9,1.1496411206422739,2.0
20.0,6.412500000000001e-9,1.0058380286538553,2.0
30.0,6.412500000000001e-9,1.5582838630872862,2.0
40.0,6.412500000000001e-9,1.4576296972708689,2.0
50.0,6.412500000000001e-9,1.4932182726362075,2.0
60.0,6.412500000000001e-9,1.6117772173824445,2.0
80.0,6.412500000000001e-9,1.7653005410362972,2.0
100.0,6.412500000000001e-9,1.5906320765367248,2.0
12.0,6.412500000000001e-9,1.001533854407113,1.0
1.0,6.412500000000001e-9,1.0185429480722992,3.0
1.5,6.412500000000001e-9,1.0500460661224476,3.0
2.0,6.412500000000001e-9,1.033437589509556,3.0
3.0,6.412500000000001e-9,1.0568560175154196,3.0
4.0,6.412500000000001e-9,1.0476888706065686,3.0
5.0,6.412500000000001e-9,1.0188080631474006,3.0
6.0,6.412500000000001e-9,1.0009150890929235,3.0
8.0,6.412500000000001e-9,1.0370340250223127,3.0
10.0,6.412500000000001e-9,1.0905240908003166,3.0
12.0,6.412500000000001e-9,1.3241189632623764,3.0
